temperature,vibration,current,pressure,rpm,load,operating_hours,failure
42.86,0.12,14.37,9.08,1767,79.79,2395,0
66.6,0.38,23.28,7.57,1603,95.89,3607,0
34.72,2.22,18.84,5.41,1494,63.85,8679,0
62.64,1.55,11.66,8.65,1616,75.04,3666,0
64.6,2.01,20.87,8.14,1540,63.55,769,0
62.85,0.92,18.76,8.1,1456,68.26,2635,0
31.98,0.75,33.19,8.88,1653,75.7,7754,0
70.52,0.34,26.38,5.26,1762,82.32,919,1
56.75,1.29,11.01,7.83,1686,51.66,6488,0
32.29,1.25,9.62,5.44,1681,91.92,6531,0
56.65,1.29,19.78,8.97,1482,62.96,8524,0
54.06,1.64,18.63,5.71,1492,51.0,3925,0
59.95,0.5,12.87,9.27,1499,65.63,5928,0
41.8,2.37,34.77,5.69,1744,75.07,728,0
39.58,1.72,34.42,7.37,1687,44.37,6994,1
45.61,1.56,23.72,7.96,1465,93.09,8896,1
57.76,1.69,11.73,9.63,1474,79.86,776,0
38.22,0.81,11.75,5.76,1652,55.7,7287,0
33.31,2.2,9.27,7.8,1726,60.81,857,0
33.83,1.1,32.38,9.68,1470,91.85,6808,1
58.99,1.4,32.63,8.41,1577,71.15,4527,1
52.3,1.72,22.16,5.48,1738,93.46,5944,0
45.44,1.51,22.31,6.33,1508,82.04,5634,0
71.88,0.94,34.77,6.11,1563,78.28,6073,0
35.23,0.59,18.05,7.78,1501,65.19,7363,0
70.13,0.87,30.37,7.72,1800,57.58,1424,0
36.75,1.27,8.67,9.4,1776,56.61,2590,0
68.47,2.01,12.75,9.54,1602,89.36,4615,1
34.2,0.16,13.03,9.8,1552,61.44,3916,0
47.07,1.33,30.32,9.52,1561,79.95,1179,0
33.31,2.44,17.59,10.0,1757,84.29,6273,0
74.16,1.72,21.34,8.51,1491,99.58,3316,1
54.25,0.53,33.96,9.57,1799,69.62,219,0
54.87,1.0,27.76,9.36,1584,74.44,5470,0
32.11,0.76,18.98,7.08,1564,87.2,2028,0
60.74,1.64,10.4,5.2,1677,49.4,7592,1
65.93,2.37,8.26,7.37,1519,44.58,1364,0
50.94,2.25,15.46,5.81,1722,48.19,4329,0
36.22,1.44,30.15,7.5,1599,94.64,3680,1
57.15,0.8,30.61,7.88,1624,94.49,7361,1
64.76,1.62,20.51,9.86,1590,75.72,8815,1
39.89,0.41,20.69,8.48,1731,79.63,2643,0
63.96,1.33,15.92,5.09,1606,47.26,8724,1
74.44,1.12,10.7,7.89,1636,99.92,247,0
42.77,1.65,33.83,9.45,1654,64.4,8392,1
45.56,1.79,13.67,6.78,1526,45.71,5711,0
54.14,1.95,24.52,7.36,1611,46.5,3183,0
61.11,1.68,26.56,7.65,1664,49.42,1752,1
38.11,0.37,9.73,6.59,1718,51.8,7563,0
41.45,0.64,14.32,6.73,1461,40.26,5971,0
66.54,0.75,10.43,5.64,1786,50.65,7251,0
32.71,2.15,28.17,7.21,1599,82.31,8787,1
74.9,1.32,32.87,9.41,1724,87.01,4640,1
30.9,0.88,20.18,6.31,1512,93.0,4453,0
43.42,2.27,29.62,6.95,1497,62.22,1861,0
58.55,1.6,25.74,9.56,1510,55.76,8236,1
58.41,0.65,17.86,6.4,1713,52.42,4203,0
32.76,2.0,10.28,8.75,1533,40.03,7953,0
61.51,1.34,16.35,8.38,1752,80.83,5591,0
52.32,1.99,27.53,6.89,1556,38.64,7116,1
43.4,0.17,30.49,5.74,1728,73.39,5206,0
62.45,0.26,10.0,5.11,1748,83.1,1928,0
44.71,0.91,8.74,8.9,1512,41.25,8633,0
50.23,1.47,13.39,8.84,1734,76.95,8746,0
54.96,1.69,8.41,8.62,1574,38.45,6888,0
74.49,1.76,19.79,5.32,1775,49.78,6011,0
74.33,0.72,33.65,5.92,1636,96.27,8728,1
41.5,2.29,14.09,5.29,1525,69.45,1267,0
50.62,1.04,14.61,9.74,1672,47.78,8557,0
44.83,0.43,15.88,9.28,1576,42.88,4049,0
63.46,1.67,33.06,8.97,1757,45.98,4745,1
57.11,1.43,16.78,9.0,1477,70.7,1744,0
50.51,0.36,15.22,9.84,1592,68.67,7002,0
58.97,2.11,17.38,9.73,1711,95.24,1209,1
72.74,1.28,19.92,6.3,1470,73.5,2093,0
45.2,0.66,20.16,9.77,1586,62.19,8467,0
61.35,1.37,9.47,5.71,1714,55.69,1343,0
45.15,2.32,17.23,6.96,1561,75.43,614,0
59.06,2.21,28.31,8.08,1518,36.64,6834,1
52.51,2.11,14.3,8.26,1565,78.77,5241,0
53.68,2.31,25.67,8.62,1716,48.78,911,0
56.52,2.38,32.16,9.59,1567,40.77,2169,0
66.08,1.92,26.71,7.21,1698,69.22,553,1
53.41,1.04,16.1,5.47,1599,64.24,7189,0
57.01,0.74,31.94,6.82,1702,90.41,3409,0
30.08,1.66,16.43,5.77,1497,66.2,3711,0
51.68,1.54,25.53,5.92,1700,42.32,8373,1
57.49,0.73,19.67,6.09,1535,95.65,2311,0
70.24,0.49,14.52,8.6,1741,41.12,227,0
54.11,1.14,14.62,6.99,1653,51.37,8746,0
45.11,1.75,34.33,9.84,1463,54.92,2134,0
44.95,2.27,30.01,6.31,1657,60.66,673,0
49.96,1.28,8.59,8.97,1758,58.17,6906,0
42.0,1.69,14.52,9.17,1594,71.43,2807,0
46.84,1.32,16.68,5.05,1526,92.33,2915,0
43.68,0.82,14.78,6.07,1652,54.98,3258,0
57.28,1.38,9.71,8.21,1473,50.4,5500,0
51.38,0.59,26.79,5.98,1497,41.9,1156,0
50.99,2.43,17.99,6.65,1581,47.42,7297,0
47.6,1.43,19.02,9.76,1518,82.86,2276,0
61.39,1.08,22.49,6.8,1691,63.32,5913,0
41.38,2.24,29.17,9.38,1694,36.24,5724,0
64.99,1.83,9.26,7.14,1752,41.91,2333,0
37.47,1.0,21.16,5.79,1499,75.97,470,0
32.61,1.77,18.88,5.14,1582,58.68,4355,0
62.93,0.22,34.77,8.97,1662,58.02,2692,0
46.88,0.43,17.29,9.46,1648,65.0,8975,0
70.98,0.74,28.51,9.28,1782,98.38,3188,1
59.8,0.49,20.56,5.32,1770,83.24,5383,0
44.82,1.38,20.28,6.64,1769,49.47,8836,0
34.13,1.77,9.6,7.74,1598,89.88,3676,0
40.52,0.73,11.24,7.8,1493,75.25,1190,0
67.77,0.22,32.65,8.38,1556,42.18,6174,0
57.78,1.35,33.02,9.25,1746,45.62,8951,1
30.35,1.82,29.37,6.83,1569,55.83,4386,0
48.77,1.29,9.15,6.67,1480,79.14,7808,0
53.26,1.97,13.62,9.09,1666,99.9,4511,0
41.22,1.92,8.79,6.43,1725,60.41,6966,0
37.22,2.06,13.7,6.63,1798,68.01,461,0
62.63,0.76,23.8,6.75,1665,85.15,8069,1
71.11,1.53,16.09,8.16,1763,88.09,377,1
47.84,2.26,24.2,7.93,1547,89.58,1915,1
57.31,0.65,22.57,9.64,1662,79.3,8925,0
51.5,0.91,22.24,7.48,1790,66.49,196,0
59.62,0.71,34.18,8.87,1788,40.52,7537,1
53.54,1.73,8.48,5.32,1530,54.31,4795,0
64.04,1.05,23.12,5.27,1764,99.06,1574,0
67.09,2.42,8.03,8.52,1521,45.45,6366,0
33.86,2.4,12.52,5.13,1592,51.73,2859,0
44.15,0.85,8.23,9.59,1583,64.25,3814,0
65.45,2.37,30.08,9.17,1693,70.61,4978,1
58.37,1.51,32.26,7.19,1731,54.69,4496,1
73.3,1.46,27.95,8.68,1794,82.47,4770,1
72.67,1.13,27.8,6.01,1511,64.81,3950,0
42.1,1.05,19.5,5.23,1543,51.21,5058,0
44.02,1.7,32.97,6.53,1626,69.08,6498,0
57.0,2.21,8.89,7.64,1506,56.3,7636,0
52.61,1.48,32.15,9.07,1541,37.68,130,0
56.16,1.55,33.15,9.57,1705,52.36,6671,1
37.29,1.43,14.25,6.76,1473,65.62,734,0
39.73,1.4,15.44,7.6,1755,76.63,5493,0
61.33,1.92,10.1,6.23,1501,50.11,4311,0
41.34,1.66,11.68,7.08,1716,51.95,7978,0
62.17,1.95,34.87,9.53,1666,92.25,5574,1
36.15,0.53,23.84,8.6,1682,75.87,530,0
70.83,1.35,31.96,5.61,1546,92.17,7404,1
40.25,1.38,10.26,9.58,1513,93.95,7354,1
70.43,1.92,21.43,9.56,1454,46.86,3018,0
61.14,1.21,26.57,9.3,1607,51.82,6104,0
37.31,0.46,33.33,5.94,1639,68.48,7132,0
65.39,0.87,8.43,5.12,1520,67.45,6675,0
50.0,0.8,13.96,9.8,1626,54.62,5065,0
58.25,1.68,9.14,6.34,1464,40.28,7216,1
30.18,0.16,33.84,7.46,1536,46.14,2676,0
65.75,0.54,23.08,9.07,1659,58.35,6652,0
44.78,0.92,24.18,8.87,1799,67.04,1066,0
62.1,0.72,29.42,9.49,1588,63.3,7417,1
34.84,2.46,20.46,5.2,1564,66.51,4362,0
41.27,2.3,30.13,7.71,1476,57.4,1098,0
42.26,2.18,19.87,8.99,1739,91.96,601,0
40.95,0.53,19.02,6.46,1623,95.24,2544,0
60.23,2.42,28.47,5.59,1545,47.29,3656,1
74.73,0.83,17.77,6.11,1456,63.69,3814,0
57.37,2.5,34.51,9.61,1695,91.66,2729,1
61.58,1.11,12.66,5.85,1715,79.05,992,0
37.5,1.01,15.37,8.35,1518,62.48,4688,0
52.18,0.18,32.45,9.51,1525,60.62,6522,0
39.67,0.13,9.29,6.49,1560,92.77,2414,0
50.28,1.75,23.06,8.04,1687,37.49,8857,0
50.85,0.24,13.42,8.2,1753,38.52,5501,0
44.93,2.14,16.12,6.73,1571,37.73,6917,0
35.35,0.31,15.04,5.91,1746,53.19,6422,0
51.08,0.48,16.42,5.81,1625,96.55,1234,0
36.8,1.21,17.05,7.81,1690,82.01,2939,0
65.18,0.25,23.19,6.92,1743,59.59,3258,0
31.46,1.67,24.88,6.53,1640,64.84,1949,0
67.67,1.57,20.32,9.04,1473,77.02,5003,0
74.39,1.06,23.46,5.0,1511,85.58,1631,0
50.79,0.3,27.51,7.27,1500,94.01,2486,0
36.34,1.71,23.78,6.32,1604,65.98,4567,0
43.2,0.5,20.0,6.79,1747,99.17,238,0
50.32,0.37,22.01,7.69,1708,45.72,7464,0
74.96,2.08,16.25,7.22,1751,42.55,5051,0
64.98,1.7,30.93,6.54,1487,57.72,5619,1
58.79,0.13,8.46,7.95,1526,85.79,1585,0
42.05,2.23,25.42,8.49,1698,84.3,3378,1
45.5,1.24,14.03,5.78,1745,54.5,4234,0
44.31,1.35,17.52,8.21,1764,84.14,3642,0
56.1,0.18,21.59,7.11,1739,76.91,2765,0
36.5,0.51,34.65,6.8,1730,98.76,1962,0
72.87,2.04,29.69,8.82,1464,98.9,1033,1
55.71,1.61,11.16,9.3,1800,84.24,154,0
71.84,2.49,28.47,8.21,1510,62.74,2422,1
47.8,1.29,12.1,8.15,1776,56.46,4130,0
60.59,1.77,12.4,5.18,1665,88.8,1714,1
71.23,1.27,30.69,9.15,1651,94.93,3336,1
68.67,2.11,31.33,9.58,1580,41.1,6325,1
43.86,0.62,16.48,5.89,1455,93.38,5857,0
31.45,1.64,12.29,6.33,1659,58.82,376,0
49.49,0.2,22.11,6.72,1756,73.84,3074,0
54.74,2.47,21.82,6.55,1612,82.17,2264,0
50.09,1.69,31.71,6.93,1507,45.05,4767,0
65.82,2.42,28.68,7.54,1491,40.49,5742,1
59.52,0.11,12.6,6.73,1654,90.4,6092,0
45.55,1.84,10.15,7.14,1632,99.57,8047,1
62.19,2.26,26.06,7.02,1548,74.36,3760,1
54.41,0.36,33.67,8.23,1567,71.21,2452,0
70.85,1.52,25.89,6.96,1505,91.55,3820,1
31.63,1.94,22.62,8.1,1478,76.66,3539,0
73.9,0.58,22.58,5.73,1691,96.9,530,0
42.35,0.28,15.28,9.88,1764,71.51,430,0
64.33,0.62,31.93,6.16,1506,55.62,2412,0
37.66,0.66,33.71,7.61,1487,37.73,3647,0
63.06,0.72,10.36,6.88,1503,70.97,8252,0
44.85,1.2,31.89,8.6,1694,35.85,6845,0
68.06,0.9,21.86,7.31,1532,51.53,4392,0
72.14,1.25,30.09,5.11,1704,36.73,2710,0
32.49,1.02,34.5,8.33,1771,40.75,5965,0
33.04,1.08,9.33,5.99,1731,60.68,4836,0
57.45,0.25,23.5,8.6,1560,51.78,4293,0
41.16,2.38,29.4,8.66,1761,48.77,3464,0
48.48,0.57,24.31,9.39,1613,50.66,8064,0
38.9,1.52,29.2,8.42,1670,98.45,4416,1
48.65,0.97,31.99,6.58,1776,38.06,8573,0
36.7,1.39,23.36,5.83,1738,60.89,1366,0
61.44,0.49,17.48,6.9,1653,94.68,4413,0
44.46,1.24,31.14,8.02,1570,60.9,6239,0
36.88,1.06,11.03,7.43,1614,88.69,7473,0
66.59,1.27,29.89,7.32,1794,90.6,3756,1
34.52,1.55,19.82,9.19,1747,91.85,6219,0
49.1,1.02,16.9,7.96,1690,45.44,4612,0
51.58,0.35,13.98,6.99,1791,45.32,5149,0
74.93,0.31,25.51,6.27,1732,58.71,6542,1
65.88,1.58,28.04,5.68,1713,42.89,3513,1
40.92,2.09,25.54,7.2,1756,82.02,8096,1
54.64,1.01,11.49,8.89,1618,64.22,8301,0
72.91,0.88,17.96,5.67,1792,86.99,2283,0
46.69,0.68,20.26,9.59,1506,85.14,168,0
43.86,0.61,15.81,7.86,1480,85.71,3161,0
55.19,1.47,32.85,7.14,1628,41.11,6308,0
64.05,0.34,14.92,7.3,1474,81.42,6013,0
39.29,1.34,30.2,5.14,1496,70.56,8795,1
64.16,1.63,24.12,6.43,1469,87.85,708,1
56.27,1.46,29.68,5.17,1761,72.21,7057,1
54.08,0.8,28.35,9.09,1782,61.52,5386,0
64.28,2.44,27.9,6.86,1669,36.33,5808,1
35.94,0.84,26.43,6.55,1602,50.89,101,0
54.0,1.53,17.76,7.54,1743,41.21,2571,0
56.64,1.76,29.9,6.12,1516,77.51,5440,0
61.25,1.37,15.05,5.59,1687,65.54,6658,1
34.2,1.18,21.38,7.3,1569,77.09,4670,0
49.74,0.55,9.13,8.24,1619,89.26,8156,0
31.56,2.43,21.1,7.71,1461,81.18,3704,0
48.72,2.14,29.64,8.66,1733,45.51,5560,0
43.8,0.77,22.98,6.17,1574,62.41,8152,0
58.45,1.37,12.35,6.65,1725,87.14,3496,1
61.04,1.55,25.47,5.77,1772,74.97,5504,1
39.8,1.96,24.75,6.3,1518,46.53,2131,0
56.23,1.19,11.06,7.12,1474,72.96,5091,0
56.36,0.51,21.81,7.36,1565,77.1,1848,0
74.55,1.92,13.88,5.86,1781,42.97,4817,0
55.83,1.63,25.6,5.4,1706,51.95,7499,1
48.92,1.79,19.64,6.13,1757,83.04,2547,0
56.53,0.29,33.09,9.06,1693,56.88,6606,0
70.12,1.5,28.83,5.11,1529,69.94,5418,1
31.26,2.17,29.42,8.77,1583,85.64,4406,1
47.66,1.43,28.21,5.62,1511,36.11,8566,1
36.29,0.72,20.18,8.31,1560,71.71,1854,0
56.52,2.0,29.83,6.89,1769,60.23,5878,0
36.57,1.63,20.97,8.1,1589,77.95,2798,0
36.19,2.24,29.3,6.16,1718,91.93,6837,1
65.09,1.98,30.94,8.13,1771,84.7,180,1
34.35,2.05,32.5,9.92,1767,93.51,1099,1
34.93,1.83,8.83,7.51,1538,63.33,221,0
31.47,1.89,11.32,8.52,1451,52.66,1803,0
61.44,1.92,19.85,5.58,1742,76.87,5770,0
70.06,1.29,31.2,6.22,1478,70.83,5724,0
43.72,1.11,32.82,9.71,1757,72.84,3524,0
54.03,2.11,33.6,8.92,1735,38.25,2825,0
58.04,2.33,18.69,6.73,1686,55.79,4386,0
40.76,0.88,25.89,8.48,1529,86.68,1191,0
68.74,1.68,9.71,7.51,1542,55.04,3682,0
48.92,0.34,23.9,7.46,1526,69.69,4168,0
68.35,1.2,31.09,8.21,1674,68.13,4122,0
55.53,1.21,25.19,5.29,1735,58.84,1870,0
53.41,2.17,29.37,5.89,1755,95.54,3628,1
37.19,1.54,18.81,5.72,1523,62.94,5332,0
71.95,0.64,8.8,9.3,1728,40.24,8849,0
48.97,0.14,26.51,6.72,1543,81.82,8074,0
69.99,2.49,22.11,5.81,1517,49.96,4004,0
37.0,0.4,16.53,6.22,1795,87.81,5025,0
58.61,0.5,15.79,5.72,1648,96.37,6986,1
59.23,0.95,14.65,9.87,1580,82.31,921,0
47.93,0.94,17.38,8.8,1545,98.57,1501,0
73.84,2.14,26.97,10.0,1469,58.18,3761,1
39.49,0.68,31.13,8.65,1675,76.58,7121,0
59.59,1.5,23.58,7.91,1739,72.82,7893,1
47.41,1.3,16.01,6.74,1650,71.3,6770,0
70.63,0.87,17.12,8.75,1542,93.89,6320,0
64.61,2.01,14.88,5.94,1702,69.93,7260,1
47.31,2.06,24.24,6.22,1760,80.09,458,0
49.32,2.08,28.4,7.27,1777,89.21,8293,1
70.33,0.69,8.44,9.59,1787,82.49,3638,0
42.49,0.39,32.5,7.41,1661,73.35,7576,0
63.43,2.03,17.42,5.16,1652,46.43,4474,0
60.8,1.29,13.05,8.27,1472,82.37,1726,0
31.55,1.04,29.75,8.88,1590,95.55,596,0
35.79,1.36,9.38,7.15,1472,45.68,838,0
31.89,0.71,26.01,6.5,1586,80.33,7449,0
30.65,0.23,31.13,8.79,1750,76.41,2448,0
40.82,0.52,10.73,8.76,1618,70.67,5377,0
63.11,1.6,11.0,6.91,1739,51.48,4420,0
49.63,0.13,16.22,9.02,1677,57.37,5647,0
32.8,1.69,28.36,7.64,1656,44.56,6248,0
34.74,0.87,26.11,9.92,1646,43.72,6789,0
64.62,1.23,8.81,7.99,1483,62.54,2191,0
45.15,2.24,17.9,7.04,1713,67.35,3617,0
74.74,1.83,31.62,5.39,1766,72.45,3823,1
44.89,1.71,33.11,9.26,1644,42.44,346,0
57.54,0.4,18.31,6.47,1572,85.62,344,0
60.25,1.79,21.73,9.73,1732,55.54,3145,0
41.38,2.13,22.78,8.89,1557,37.23,4326,0
55.17,0.86,13.12,6.83,1599,87.5,6365,0
36.07,1.66,26.24,5.46,1593,44.32,1920,0
58.2,2.28,27.34,7.99,1678,45.44,8146,1
59.87,0.91,18.57,7.01,1706,53.44,4419,0
48.34,1.52,34.15,8.18,1531,53.96,7872,1
34.57,2.46,34.01,8.48,1570,84.17,3874,1
45.57,0.24,9.83,7.84,1533,46.31,6765,0
35.96,1.66,28.26,6.54,1524,88.53,1978,1
65.16,1.42,29.66,5.63,1525,41.64,7707,1
56.13,0.56,10.61,8.48,1466,83.83,4230,0
46.99,2.13,19.6,9.3,1494,85.46,6640,1
67.06,0.97,8.65,6.99,1682,81.27,3485,0
54.85,2.43,23.27,5.61,1594,88.34,8292,1
54.96,1.45,14.78,8.12,1782,66.68,3416,0
56.58,1.9,12.89,5.13,1697,69.8,2493,0
48.19,0.43,26.85,8.48,1505,39.58,3755,0
34.7,0.69,9.8,6.73,1735,74.74,8031,0
67.62,2.02,31.1,8.03,1512,78.04,3196,1
35.3,1.02,16.53,7.58,1645,36.38,3311,0
35.82,1.34,14.71,6.85,1799,69.32,8042,0
48.12,1.85,33.9,9.78,1730,46.72,9000,1
59.7,1.58,20.22,6.1,1715,83.96,5166,1
58.66,0.94,21.46,5.86,1479,92.03,247,0
30.14,1.13,26.3,9.21,1776,71.98,402,0
65.8,1.22,22.0,7.94,1676,99.6,3565,0
30.96,1.97,20.09,8.0,1768,83.69,7986,1
33.87,0.63,10.5,7.82,1668,67.72,3370,0
34.35,0.61,28.72,7.48,1547,39.69,4515,0
51.02,0.21,34.32,7.74,1450,50.03,8998,0
56.36,1.08,20.43,8.62,1692,79.27,6502,0
59.61,0.36,19.81,7.01,1700,93.14,7463,1
33.14,1.63,17.19,5.13,1750,97.98,4909,0
49.62,1.31,32.02,6.89,1500,92.71,1621,1
30.15,2.38,16.1,5.13,1521,94.9,5354,0
42.87,1.49,26.73,5.18,1522,79.45,5470,0
69.74,1.26,18.47,8.34,1611,40.24,7188,0
41.36,0.27,33.86,7.35,1642,77.57,4006,0
54.14,1.34,20.94,5.29,1561,39.0,2552,0
56.87,2.0,8.14,9.57,1522,42.16,396,0
55.09,1.97,28.0,7.5,1682,93.03,5299,1
52.36,0.68,33.76,7.89,1735,56.88,3122,0
47.21,2.2,19.82,9.73,1712,49.77,5656,0
53.36,2.16,28.57,7.67,1728,90.89,5818,1
51.55,0.45,19.08,6.89,1755,66.65,5706,0
44.76,2.2,16.87,9.71,1761,35.16,7231,0
52.46,0.41,23.34,7.89,1798,46.13,4716,0
44.02,1.94,27.98,8.0,1672,73.95,7539,1
72.32,1.61,33.79,6.92,1458,83.27,8842,1
60.24,0.31,22.92,6.81,1476,67.4,469,0
73.02,1.57,26.36,7.64,1684,52.81,6749,1
69.35,0.18,26.52,9.08,1756,80.77,1925,0
68.93,2.48,19.05,8.52,1478,70.86,6857,1
57.92,1.37,29.15,9.75,1711,84.42,7548,1
51.38,0.26,27.41,9.5,1589,73.86,1442,0
59.44,1.58,34.83,8.11,1778,46.41,7601,1
52.95,2.2,27.13,7.82,1774,54.7,7154,1
66.11,2.46,19.71,9.8,1738,95.02,6527,1
36.56,1.62,16.41,6.46,1551,70.11,6781,0
32.72,1.42,10.43,9.94,1581,51.7,8129,0
67.48,1.97,17.73,9.98,1760,40.92,5002,0
38.57,2.06,12.39,5.5,1662,37.24,3392,0
65.43,0.68,29.26,6.85,1701,89.39,4873,1
46.0,2.32,18.03,9.1,1476,55.95,6065,0
34.42,2.5,31.46,8.62,1556,60.82,7687,1
55.98,1.44,20.23,7.18,1782,76.11,2509,0
62.73,1.58,22.28,5.95,1503,76.35,2177,0
60.74,2.18,18.78,8.37,1712,85.49,7336,1
36.25,0.98,19.63,9.22,1764,65.02,4065,0
39.89,1.08,27.57,6.56,1647,54.87,4861,0
36.38,1.81,23.75,9.67,1472,69.76,5302,0
70.36,1.47,11.42,8.86,1494,42.15,4246,0
71.88,2.18,24.82,9.16,1716,98.71,8588,1
63.3,0.31,15.69,8.01,1747,40.12,7655,0
38.82,0.76,12.0,7.21,1679,94.9,2139,0
33.97,0.72,27.86,9.82,1458,48.03,4605,0
55.52,0.89,27.67,7.88,1632,95.77,4873,0
45.68,1.61,19.56,5.3,1520,58.34,399,0
74.67,1.5,18.05,6.65,1632,74.96,3640,0
39.57,2.48,19.42,9.2,1454,85.99,8371,1
41.0,1.52,22.3,8.56,1579,98.12,2331,0
53.06,1.73,9.12,7.45,1731,96.68,4006,0
69.37,1.97,11.29,5.75,1694,68.5,3081,0
46.73,0.66,25.23,9.91,1607,88.01,1079,0
56.51,0.65,16.59,9.72,1700,89.61,7935,0
57.63,1.72,34.72,8.89,1479,90.75,7457,1
57.7,0.8,26.4,9.41,1730,53.4,5159,0
57.83,1.79,21.39,5.96,1521,89.72,4988,0
38.62,2.1,24.1,6.6,1697,71.61,811,0
71.45,1.43,30.65,5.81,1561,90.99,3097,1
39.22,1.7,27.96,6.95,1473,41.42,8505,1
45.53,1.05,26.59,8.42,1512,81.19,3744,0
55.54,1.53,18.72,5.02,1472,42.08,472,0
47.06,2.44,19.05,6.11,1776,72.14,4126,0
74.35,1.49,19.76,5.7,1741,79.21,2890,0
30.4,1.16,25.6,5.2,1712,75.81,3204,0
49.52,2.34,28.72,6.35,1787,67.2,824,0
41.76,1.35,21.78,5.13,1613,73.73,482,0
70.85,2.33,27.96,8.18,1562,89.39,3078,1
61.71,0.1,34.59,8.51,1688,49.99,5616,0
67.65,0.44,8.96,8.57,1739,49.8,887,0
65.98,0.15,27.18,8.23,1670,36.34,4651,0
73.9,1.82,34.04,5.54,1796,88.97,6355,1
37.67,0.51,11.16,6.32,1789,59.15,3192,0
50.85,1.75,17.07,8.64,1749,91.4,2763,0
46.06,1.55,24.55,6.0,1537,40.77,3521,0
42.88,1.69,8.06,6.2,1703,95.37,4669,0
63.63,0.83,21.01,8.34,1529,91.43,3755,0
62.27,2.1,23.56,6.18,1500,64.65,1480,0
59.37,0.6,16.72,5.42,1500,76.69,7584,0
50.82,0.15,23.51,8.96,1740,50.85,6225,0
38.7,2.31,31.0,7.69,1645,91.21,4971,1
54.22,0.52,11.39,6.56,1746,56.34,2557,0
72.08,1.79,13.2,7.44,1763,93.24,3396,1
34.59,1.9,18.25,5.29,1650,59.06,6060,0
41.78,0.65,24.03,7.29,1706,65.11,4883,0
68.92,0.64,31.57,9.56,1761,54.62,3365,0
63.82,1.91,22.67,7.55,1755,38.43,6516,1
66.05,0.12,34.91,6.18,1524,98.75,6524,1
59.77,1.42,23.98,7.58,1465,77.72,495,0
49.04,2.05,8.37,5.06,1531,91.79,5658,0
65.45,0.97,21.95,6.36,1705,95.96,8834,1
44.72,1.67,25.29,7.49,1497,60.77,7227,1
57.29,1.46,18.94,7.11,1750,98.16,5959,0
47.91,0.17,28.22,8.37,1689,72.52,1622,0
66.02,2.19,28.72,6.35,1708,67.49,2432,1
51.96,0.97,15.49,9.23,1600,82.59,4314,0
32.65,0.55,30.3,7.33,1711,92.02,3826,0
40.88,0.49,18.63,5.21,1705,50.48,8153,0
65.5,0.76,23.78,5.23,1781,74.52,2058,0
54.53,1.32,19.14,7.55,1671,44.46,8349,0
36.25,2.44,29.98,8.61,1699,55.52,3304,0
40.33,1.19,21.17,9.1,1668,85.24,1084,0
69.39,0.3,16.86,6.56,1791,47.7,7474,0
31.65,2.35,28.97,5.86,1557,58.99,5690,0
51.69,1.06,31.74,9.74,1791,58.4,4245,0
73.08,0.94,23.81,5.3,1670,49.99,3193,0
67.86,1.27,9.04,8.02,1795,61.39,7163,0
38.54,1.9,26.39,9.5,1456,42.57,3732,0
41.67,0.3,21.38,7.84,1558,51.31,8821,0
30.43,0.77,8.49,6.25,1659,66.11,5210,0
72.21,2.38,12.92,7.72,1653,52.26,7963,1
45.21,0.9,22.42,5.12,1719,48.86,1507,0
38.64,0.65,26.89,6.67,1466,99.93,2278,0
37.01,1.74,9.83,7.93,1590,46.44,4416,0
69.33,2.49,8.86,5.37,1560,57.9,5874,0
50.61,0.15,26.61,6.94,1581,40.78,6656,0
68.02,0.43,18.91,6.78,1527,86.95,5623,0
43.45,0.98,31.21,5.88,1629,98.97,8014,1
47.56,1.08,29.7,7.94,1483,70.14,2207,0
69.54,1.2,19.43,6.1,1678,38.93,7061,0
48.92,0.84,32.17,7.62,1696,46.24,5207,0
56.6,1.51,31.8,8.53,1605,45.09,484,0
66.69,1.18,15.18,8.06,1799,69.45,7334,0
57.39,1.35,28.14,7.15,1707,35.37,7417,1
50.87,0.37,23.05,7.04,1778,91.12,5354,0
62.2,0.6,17.3,8.69,1793,72.8,3644,0
33.93,0.33,12.19,7.24,1644,38.06,2194,0
31.79,0.94,23.62,8.21,1800,56.4,3345,0
67.0,1.94,16.34,7.79,1554,84.21,1312,1
74.62,0.46,30.11,6.81,1564,41.64,3397,0
58.58,0.96,19.98,6.63,1547,88.3,4277,0
60.69,2.03,8.59,8.84,1669,85.83,761,1
73.6,1.01,17.46,7.91,1479,56.54,4780,0
57.54,0.57,21.83,5.22,1477,40.61,5237,0
50.83,0.82,22.55,9.7,1479,83.17,4042,0
51.04,2.13,20.78,5.09,1560,36.84,305,0
58.94,1.99,8.6,8.96,1614,59.25,7758,1
39.03,1.69,22.46,8.37,1485,56.34,8915,0
37.93,1.72,31.3,8.53,1574,42.17,6177,0
66.05,2.17,16.79,7.94,1563,54.55,7361,1
65.79,1.41,24.58,5.69,1718,73.42,3095,1
62.93,1.34,21.62,8.02,1774,43.53,4596,0
49.14,0.25,10.79,7.88,1592,93.71,6771,0
73.86,1.72,28.45,7.78,1587,65.18,8593,1
57.59,1.78,22.2,7.75,1649,91.78,411,0
60.9,2.39,32.97,7.62,1629,92.77,8387,1
34.88,1.33,32.71,9.66,1602,63.13,2398,0
56.56,2.29,12.72,8.73,1456,80.47,1678,0
